CHANNEL,NAME,CALL LETTERS,U450,U300,U200,U-fam,Intl,PE/Ux00Latino,HD Premium Tier,Addtl Channels
200,AT&T U-verse Movies,MOVIES,TRUE,TRUE,TRUE,TRUE,,,,
84,AT&T U-verse Shopping 1,USHOP1,TRUE,TRUE,TRUE,TRUE,,,,
399,AT&T U-verse Shopping 3,USHOP3,TRUE,TRUE,TRUE,TRUE,,,,
429,AT&T U-verse Shopping 4,USHOP4,TRUE,TRUE,TRUE,TRUE,,,,
600,AT&T U-verse Sports,SPORTS,TRUE,TRUE,TRUE,TRUE,,,,
92,AT&T Yahoo! Games,APP,TRUE,TRUE,TRUE,TRUE,,,,
6,Atlanta Interfaith Broadcasters,AIB,TRUE,TRUE,TRUE,TRUE,,,,
1846,ATMax HD,ATM HD,TRUE,,,,,,,TRUE
1106,AXS TV,AXS TV,TRUE,TRUE,TRUE,,,,,
3019,Azteca America,AZTECA,,,,,,TRUE,,
3020,Azteca Mexico,AZAMEX,,,,,,TRUE,,
3146,Bandamax,BANDMX,,,,,,TRUE,,
188,BBC America,BBCA,TRUE,TRUE,TRUE,,,,,
155,BET,BET,TRUE,TRUE,TRUE,,,,,
156,BET - West,BET-W,TRUE,TRUE,TRUE,,,,,
1155,BET (Black Entertainment Television) HD,BET HD,TRUE,TRUE,TRUE,,,,,
516,BET Gospel,BETG,TRUE,TRUE,,,,,,
272,BIO,BIO,TRUE,TRUE,TRUE,,,
1272,BIO HD,BIO HD,TRUE,TRUE,TRUE,,,
222,Bloomberg TV,BLOOM,TRUE,TRUE,TRUE,TRUE,,
327,Boomerang,BOOM,TRUE,TRUE,TRUE,TRUE,,
3053,Boomerang en Espanol,BOOME,,,,,,TRUE
97,Bosley,,TRUE,TRUE,TRUE,TRUE,,
181,Bravo,BRAVO,TRUE,TRUE,TRUE,,,
181,Bravo - West,BRVO-W,TRUE,TRUE,TRUE,,,
1181,Bravo - West HD,BRVOWH,TRUE,TRUE,TRUE,,,
1181,Bravo HD,BRAVHD,TRUE,TRUE,TRUE,,,
650,BTN,BTN,TRUE,TRUE,TRUE,,,
1650,BTN HD,BTN HD,TRUE,TRUE,TRUE,,,
228,BUY TV,BUY TV,TRUE,TRUE,TRUE,TRUE,,
196,BuyIt,BUYIT,TRUE,TRUE,TRUE,TRUE,,
247,BuyIt2,BUYIT2,TRUE,TRUE,TRUE,TRUE,,
1247,BuyIt2,BUYIT2,TRUE,TRUE,TRUE,TRUE,,
567,BYU,BYU,TRUE,TRUE,TRUE,TRUE,,,,
1567,BYU HD,BYU HD,TRUE,TRUE,TRUE,TRUE,,,,
230,C-SPAN,CSPAN1,TRUE,TRUE,TRUE,TRUE,,,,
231,C-SPAN 2,CSPAN2,TRUE,TRUE,TRUE,TRUE,,,,
232,C-SPAN 3,CSPAN3,TRUE,TRUE,TRUE,TRUE,,,,
3022,Canal 22,CNL22,,,,,,TRUE,,
325,Cartoon Network,TOON,TRUE,TRUE,TRUE,,,,,
326,Cartoon Network - West,TOON-W,TRUE,TRUE,TRUE,,,,,
1325,Cartoon Network HD,TOONHD,TRUE,TRUE,TRUE,,,,,
1326,Cartoon Network HD - West,TOONHW,TRUE,TRUE,TRUE,,,,,
9,CBET-9 (CBC),CBET,TRUE,TRUE,TRUE,TRUE,,,,
1009,CBET-HD-9 (CBC),CBETHD,TRUE,TRUE,TRUE,TRUE,,,,
643,CBS Sports Network,CBSSN,TRUE,,,,,,,TRUE
1643,CBS Sports Network HD,CBSSHD,TRUE,,,,,,,TRUE
3067,CBTV Michoacan,CBTVMN,,,,,,TRUE,,
3603,CCTV-4,CCTV-4,,,,,TRUE,,,
3602,CCTV-9,CCTV-9,TRUE,TRUE,TRUE,,,,,
515,Centric,CENTRC,TRUE,TRUE,TRUE,,,,,
3044,Centroamerica TV,CENTRO,,,,,,TRUE,,
3882,Channel One Russia,C1R,,,,,TRUE,,,
153,Chiller,CHILL,TRUE,TRUE,TRUE,,,,,
3124,Cine Estelar,CINEES,,,,,,TRUE,,
3134,Cine Mexicano,CINEMX,,,,,,TRUE,,
3125,Cine Nostalgia,CINENO,,,,,,TRUE,,
3126,Cinelatino,CINE,,,,,,TRUE,,
832,Cinemax,MAX,TRUE,,,,,,,TRUE
833,Cinemax - West,MAX-W,TRUE,,,,,,,TRUE
1832,Cinemax HD,MAXHD,TRUE,,,,,,,TRUE
1833,Cinemax HD - West,MAXHDW,TRUE,,,,,,,TRUE
161,cloo,CLOO,TRUE,TRUE,TRUE,,,,,
525,CMT,CMT,TRUE,TRUE,TRUE,TRUE,,,,
526,CMT - West,CMT-W,TRUE,TRUE,TRUE,TRUE,,,,
1526,CMT (Country Music Television) - West HD,CMTWHD,TRUE,TRUE,TRUE,TRUE,,,
1525,CMT (Country Music Television) HD,CMT HD,TRUE,TRUE,TRUE,TRUE,,,
527,CMT Pure Country,CMT PC,TRUE,TRUE,,TRUE,,,
216,CNBC,CNBC,TRUE,TRUE,TRUE,TRUE,,,
218,CNBC Application,,TRUE,TRUE,TRUE,TRUE,,,
1218,CNBC Application,,TRUE,TRUE,TRUE,TRUE,,,
1216,CNBC HD,CNBCHD,TRUE,TRUE,TRUE,TRUE,,,
217,CNBC World,CNBCW,TRUE,TRUE,,,,,
202,CNN,CNN,TRUE,TRUE,TRUE,,,,
3110,CNN en Espanol,CNNE,,,,,,TRUE,
1202,CNN HD,CNN HD,TRUE,TRUE,TRUE,,,,
203,CNN Headline News,HLN,TRUE,TRUE,TRUE,,,,
1203,CNN Headline News HD,HLN HD,TRUE,TRUE,TRUE,,,,
205,CNN International,CNNI,TRUE,TRUE,,,,,
770,Comcast SportsNet Bay Area,CSNBA,TRUE,TRUE,TRUE,,,,
1770,Comcast SportsNet Bay Area HD,CSBAHD,TRUE,TRUE,TRUE,,,,TRUE
767,Comcast SportsNet California,CSC,TRUE,TRUE,TRUE,,,,
1767,Comcast SportsNet California HD,CSCHD,TRUE,TRUE,TRUE,,,,TRUE
741,Comcast SportsNet Chicago,CSN,TRUE,TRUE,TRUE,,,,
1741,Comcast SportsNet Chicago HD,CSN HD,TRUE,TRUE,TRUE,,,,TRUE
714,Comcast SportsNet New England,CSNNE,TRUE,TRUE,TRUE,,,,
1714,Comcast SportsNet New England HD,CSNEHD,TRUE,TRUE,TRUE,,,,TRUE
140,Comedy Central,COM,TRUE,TRUE,TRUE,,,,
141,Comedy Central - West,COM-W,TRUE,TRUE,TRUE,,,,
1141,Comedy Central - West HD,COMWHD,TRUE,TRUE,TRUE,,,,
1140,Comedy Central HD,COM HD,TRUE,TRUE,TRUE,,,,
8001,Community Channel,APP,TRUE,TRUE,TRUE,TRUE,,,
83,Connecticut Network,CT-N,TRUE,TRUE,TRUE,TRUE,,,
456,Cooking Channel,COOK,TRUE,TRUE,TRUE,,,,
1456,Cooking Channel HD,COOKHD,TRUE,TRUE,TRUE,,,,
1163,Crime & Investigation HD,C&I HD,TRUE,TRUE,TRUE,,,,
163,Crime & Investigation Network,CIN,TRUE,TRUE,TRUE,,,,
3604,CTI-Zhong Tian,CTI ZT,,,,,TRUE,
189,Current TV,CURNT,TRUE,TRUE,,,,
400,Customer Notification,ATTN,TRUE,TRUE,TRUE,TRUE,,
563,Daystar,DAYSTR,TRUE,TRUE,TRUE,TRUE,,
3128,De Pelicula,DEPEL,,,,,,TRUE
3129,De Pelicula Clasico,DEPELC,,,,,,TRUE
465,Destination America,DAM,TRUE,TRUE,,,,
1465,Destination America HD,DAM HD,TRUE,TRUE,,,,
120,Discovery Channel,DSC,TRUE,TRUE,TRUE,TRUE,,
121,Discovery Channel - West,DSC-W,TRUE,TRUE,TRUE,TRUE,,
1120,Discovery Channel HD,DSC HD,TRUE,TRUE,TRUE,TRUE,,
3102,Discovery en Espanol,DSC-ES,,,,,,TRUE
3103,Discovery Familia,DFAM,,,,,,TRUE
466,Discovery Fit & Health,DFH,TRUE,TRUE,,,,
302,Disney Channel,DIS,TRUE,TRUE,TRUE,TRUE,,
303,Disney Channel - West,DIS-W,TRUE,TRUE,TRUE,TRUE,,
1302,Disney Channel HD,DIS HD,TRUE,TRUE,TRUE,TRUE,,,,
1303,Disney Channel HD - West,DISHDW,TRUE,TRUE,TRUE,TRUE,,,,
306,Disney Jr,DIS JR,TRUE,TRUE,TRUE,,,,,
1306,Disney Jr HD,DISJRH,TRUE,TRUE,TRUE,,,,,
304,Disney XD,DISXD,TRUE,TRUE,TRUE,TRUE,,,,
305,Disney XD - West,DISXDW,TRUE,TRUE,TRUE,TRUE,,,,
3052,Disney XD en Espanol,DXDES,,,,,,TRUE,,
1304,Disney XD HD,DXDHD,TRUE,TRUE,TRUE,TRUE,,,,
1305,Disney XD HD - West,DXDHDW,TRUE,TRUE,TRUE,TRUE,,,,
454,DIY Network,DIY,TRUE,TRUE,TRUE,TRUE,,,,
1454,DIY Network (Do-It-Yourself Network) HD,DIY HD,TRUE,TRUE,TRUE,TRUE,,,,
134,E! Entertainment,E!,TRUE,TRUE,TRUE,,,,,
135,E! Entertainment - West,E!-W,TRUE,TRUE,TRUE,,,,,
1134,E! Entertainment HD,E! HD,TRUE,TRUE,TRUE,,,,,
932,Encore,ENC,TRUE,TRUE,,,,,,TRUE
933,Encore - West,ENC-W,TRUE,TRUE,,,,,,TRUE
938,Encore Action,ENCACT,TRUE,TRUE,,,,,,TRUE
1938,Encore Action HD,ENCAHD,TRUE,TRUE,,,,,,TRUE
942,Encore Drama,ENCDRA,TRUE,TRUE,,,,,,TRUE
943,Encore Espanol,ENC ES,TRUE,TRUE,,,,,,TRUE
944,Encore Family,ENCFAM,TRUE,TRUE,,,,,,TRUE
1932,Encore HD,ENCHD,TRUE,TRUE,,,,,,TRUE
1933,Encore HD - West,ENCHDW,TRUE,TRUE,,,,,,TRUE
934,Encore Love,ENCLOV,TRUE,TRUE,,,,,,TRUE
936,Encore Suspense,ENCSUS,TRUE,TRUE,,,,,,TRUE
940,Encore Westerns,ENCWES,TRUE,TRUE,,,,,,TRUE
602,ESPN,ESPN,TRUE,TRUE,TRUE,,,,,
603,ESPN Classic,ECL,TRUE,TRUE,TRUE,,,,,
3113,ESPN Deportes,DEP,TRUE,,,,,TRUE,,
4501,ESPN Full Court 1,FC1,,,,,,,,TRUE
4502,ESPN Full Court 2,FC2,,,,,,,,TRUE
4503,ESPN Full Court 3,FC3,,,,,,,,TRUE
4504,ESPN Full Court 4,FC4,,,,,,,,TRUE
4505,ESPN Full Court 5,FC5,,,,,,,,TRUE
4506,ESPN Full Court 6,FC6,,,,,,,,TRUE
621,ESPN Full Court Multiview 2012,APP,,,,,,,,TRUE
4500,ESPN Full Court Multiview 2012,APP,,,,,,,,TRUE
1602,ESPN HD,ESPNHD,TRUE,TRUE,TRUE,,,,,
606,ESPN2,ESPN2,TRUE,TRUE,TRUE,,,,,
1606,ESPN2 HD,ESPNH2,TRUE,TRUE,TRUE,,,,,
604,ESPNEWS,ESN,TRUE,TRUE,TRUE,,,,,
1604,ESPNews HD,ESN HD,TRUE,TRUE,TRUE,,,,,
605,ESPNU,ESPU,TRUE,TRUE,TRUE,,,,,
1605,ESPNU HD,ESNUHD,TRUE,TRUE,TRUE,,,,,
3024,Estrella,ESTLLA,,,,,,TRUE,,
3632,ET-Global,E-GBL,,,,,TRUE,,,
3631,ET-News,E-NWS,,,,,TRUE,,,
562,EWTN,EWTN,TRUE,TRUE,TRUE,TRUE,,,,
3077,EWTN Espanol,EWTNES,TRUE,TRUE,TRUE,TRUE,,TRUE,,
580,FAITH,FAITH,TRUE,TRUE,TRUE,TRUE,,,,
578,Family Entertainment TV,FETV,TRUE,TRUE,TRUE,TRUE,,,,
566,FamilyNet,FAMNET,TRUE,TRUE,TRUE,TRUE,,,,
95,Film Awards Interactive,,TRUE,TRUE,TRUE,TRUE,,,,
91,Flickr from Yahoo!,,TRUE,TRUE,TRUE,TRUE,,,,
890,FLIX,FLIX,TRUE,TRUE,,,,,,TRUE
452,Food Network,FOOD,TRUE,TRUE,TRUE,TRUE,,,,
453,Food Network - West,FOOD-W,TRUE,TRUE,TRUE,TRUE,,,,
457,Food Network Application,,TRUE,TRUE,TRUE,TRUE,,,,
1457,Food Network Application,,TRUE,TRUE,TRUE,TRUE,,,,
1452,Food Network HD,FOODHD,TRUE,TRUE,TRUE,TRUE,,,,
3108,FOROtv,FORO,,,,,,TRUE,,
211,Fox Business Network,FBN,TRUE,TRUE,TRUE,,,,,
1211,Fox Business Network HD,FBN HD,TRUE,TRUE,TRUE,,,,,
647,Fox College Sports - Atlantic,FCSA,TRUE,,,,,,,TRUE
648,Fox College Sports - Central,FCSC,TRUE,,,,,,,TRUE
649,Fox College Sports - Pacific,FCSP,TRUE,,,,,,,TRUE
3114,FOX Deportes,FOXDEP,TRUE,TRUE,,,,TRUE,,TRUE
792,Fox Movie Channel,FMC,TRUE,TRUE,,,,,,
210,Fox News Channel,FNC,TRUE,TRUE,TRUE,,,,,
1210,Fox News Channel HD,FNC HD,TRUE,TRUE,TRUE,,,,,
654,Fox Soccer,FS,TRUE,TRUE,TRUE,,,,,
1654,Fox Soccer HD,FS HD,TRUE,TRUE,TRUE,,,,,TRUE
1653,Fox Soccer Plus HD,FS+ HD,,,,,,,,TRUE
1762,FSN Arizona HD,FSAZHD,,,,,,,TRUE,
737,FSN Detroit,FSD,TRUE,TRUE,TRUE,,,,,
1737,FSN Detroit HD,FSD HD,TRUE,TRUE,TRUE,,,,TRUE,
720,FSN Florida,FSFL,TRUE,TRUE,TRUE,,,,,
1720,FSN Florida HD,FSFLHD,TRUE,TRUE,TRUE,,,,TRUE,
749,FSN Midwest - Indianapolis,FSMW-I,TRUE,TRUE,TRUE,,,,,
1749,FSN Midwest - Indianapolis HD,FSINHD,TRUE,TRUE,TRUE,,,,TRUE,
750,FSN Midwest - Kansas City,FSMW-K,TRUE,TRUE,TRUE,,,,
1750,FSN Midwest - Kansas City HD,FSKCHD,TRUE,TRUE,TRUE,,,,TRUE
748,FSN Midwest - St Louis,FSMW-S,TRUE,TRUE,TRUE,,,,
1748,FSN Midwest - St Louis HD,FSMOHD,TRUE,TRUE,TRUE,,,,TRUE
732,FSN Ohio-Cincinnati,FSOHCI,TRUE,TRUE,TRUE,,,,
1732,FSN Ohio-Cincinnati HD,FSCIHD,TRUE,TRUE,TRUE,,,,TRUE
734,FSN Ohio-Cleveland,FSOHCL,TRUE,TRUE,TRUE,,,,
1734,FSN Ohio-Cleveland HD,FSCLHD,TRUE,TRUE,TRUE,,,,TRUE
774,FSN Prime Ticket,FSPT,TRUE,TRUE,TRUE,,,,
1774,FSN Prime Ticket HD,FSPTHD,TRUE,TRUE,TRUE,,,,TRUE
776,FSN San Diego,FSSD,TRUE,TRUE,TRUE,,,,
1776,FSN San Diego HD,FSSDHD,TRUE,TRUE,TRUE,,,,TRUE
724,FSN South,FSS,TRUE,TRUE,TRUE,,,,
1724,FSN South HD,FSSHD,TRUE,TRUE,TRUE,,,,TRUE
753,FSN Southwest - Dallas,FSSW-D,TRUE,TRUE,TRUE,,,,
1753,FSN Southwest - Dallas HD,FSDAHD,TRUE,TRUE,TRUE,,,,TRUE
755,FSN Southwest - Houston,FSSW-H,TRUE,TRUE,TRUE,,,,
1755,FSN Southwest - Houston HD,FSHOHD,TRUE,TRUE,TRUE,,,,TRUE
756,FSN Southwest - San Antonio,FSSW-S,TRUE,TRUE,TRUE,,,,
1756,FSN Southwest - San Antonio HD,FSSAHD,TRUE,TRUE,TRUE,,,,TRUE
772,FSN West,FSW,TRUE,TRUE,TRUE,,,,
1772,FSN West HD,FSWHD,TRUE,TRUE,TRUE,,,,TRUE
744,FSN Wisconsin,FSWI,TRUE,TRUE,TRUE,,,,
1744,FSN Wisconsin HD,FSWIHD,TRUE,TRUE,TRUE,,,,TRUE
651,Fuel,FUEL,TRUE,TRUE,TRUE,,,,
1484,FUNimation Channel HD,FUN HD,,,,,,,TRUE
535,fuse,FUSE,TRUE,TRUE,TRUE,,,,
1535,fuse HD,FUSEHD,TRUE,TRUE,TRUE,,,,
128,FX,FX,TRUE,TRUE,TRUE,,,,
129,FX - West,FX-W,TRUE,TRUE,TRUE,,,,
1128,FX Network HD,FX HD,TRUE,TRUE,TRUE,,,,
1129,FX Network HD - West,FXW HD,TRUE,TRUE,TRUE,,,,
149,G4,G4,TRUE,TRUE,TRUE,,,,,
150,G4 - West,G4-W,TRUE,TRUE,TRUE,,,,,
1149,G4 HD,G4 HD,TRUE,TRUE,TRUE,,,,,
529,GAC,GAC,TRUE,TRUE,TRUE,,,,,
3003,Galavision,GALA,TRUE,TRUE,TRUE,,,TRUE,,
3004,Galavision - West,GALA-W,TRUE,TRUE,TRUE,,,TRUE,,
3683,GMA Pinoy,GMA,,,,,TRUE,,,
641,Golf Channel,GOLF,TRUE,TRUE,TRUE,,,,,
1641,Golf HD,GOLFHD,TRUE,TRUE,TRUE,,,,,
656,GolTV,GOL TV,TRUE,,,,,TRUE,,TRUE
1656,GolTV HD,GOL HD,TRUE,,,,,TRUE,,TRUE
173,GSN - Game Show Network,GSN,TRUE,TRUE,TRUE,,,,,
1173,GSN - Game Show Network HD,GSN HD,TRUE,TRUE,TRUE,,,,,
257,H2,H2,TRUE,TRUE,TRUE,,,,,
1257,H2 HD,H2 HD,TRUE,TRUE,TRUE,,,,,
1492,Halogen HD,HALOHD,,,,,,,TRUE,
1490,Havoc TV HD,HAV HD,,,,,,,TRUE,
802,HBO,HBO,TRUE,,,,,,,TRUE
803,HBO - West,HBO-W,TRUE,,,,,,,TRUE
810,HBO Comedy,HBOCOM,TRUE,,,,,,,TRUE
811,HBO Comedy - West,HBOC-W,TRUE,,,,,,,TRUE
1810,HBO Comedy HD,HBOCHD,TRUE,,,,,,,TRUE
1811,HBO Comedy HD - West,HBOCHW,TRUE,,,,,,,TRUE
806,HBO Family,HBOFAM,TRUE,,,,,,,TRUE
807,HBO Family - West,HBOF-W,TRUE,,,,,,,TRUE
1806,HBO Family HD,HBOFHD,TRUE,,,,,,,TRUE
1807,HBO Family HD - West,HBOFHW,TRUE,,,,,,,TRUE
1802,HBO HD,HBO HD,TRUE,,,,,,,TRUE
1803,HBO HD - West,HBOHDW,TRUE,,,,,,,TRUE
814,HBO Latino,HBOLAT,TRUE,,,,,,,TRUE
815,HBO Latino - West,HBOL-W,TRUE,,,,,,,TRUE
1814,HBO Latino HD,HBOLHD,TRUE,,,,,,,TRUE
1815,HBO Latino HD - West,HBOLHW,TRUE,,,,,,,TRUE
808,HBO Signature,HBOSIG,TRUE,,,,,,,TRUE
809,HBO Signature - West,HBOS-W,TRUE,,,,,,,TRUE
1808,HBO Signature HD,HBOSHD,TRUE,,,,,,,TRUE
1809,HBO Signature HD - West,HBOSHW,TRUE,,,,,,,TRUE
812,HBO Zone,HBOZNE,TRUE,,,,,,,TRUE
813,HBO Zone - West,HBOZ-W,TRUE,,,,,,,TRUE
1812,HBO Zone HD,HBOZHD,TRUE,,,,,,,TRUE
1813,HBO Zone HD - West,HBOZHW,TRUE,,,,,,,TRUE
804,HBO2,HBO2,TRUE,,,,,,,TRUE
805,HBO2 - West,HBO2-W,TRUE,,,,,,,TRUE
1804,HBO2 HD,HBO2HD,TRUE,,,,,,,TRUE
1805,HBO2 HD - West,HBO2HW,TRUE,,,,,,,TRUE
1107,HDNet Movies,HDMOV,,,,,,,TRUE,
450,HGTV,HGTV,TRUE,TRUE,TRUE,TRUE,,,,
451,HGTV - West,HGTV-W,TRUE,TRUE,TRUE,TRUE,,,,
1450,HGTV HD,HGTVHD,TRUE,TRUE,TRUE,TRUE,,,,
256,History,HIST,TRUE,TRUE,TRUE,TRUE,,,,
256,History - West,HIST-W,TRUE,TRUE,TRUE,TRUE,,,,
3104,History en Espanol,HISTES,,,,,,TRUE,,
1256,History HD,HISTHD,TRUE,TRUE,TRUE,TRUE,,,,
3055,HITN,HITN,,,,,,TRUE,,
672,HRTV,HRTV,TRUE,,,,,,,TRUE
422,HSN,HSN,TRUE,TRUE,TRUE,TRUE,,,,
1422,HSN HD,HSN HD,TRUE,TRUE,TRUE,TRUE,,,,
423,HSN Shop by Remote,APP,TRUE,TRUE,TRUE,TRUE,,,,
1423,HSN Shop by Remote,APP,TRUE,TRUE,TRUE,TRUE,,,,
797,IFC,IFC,TRUE,TRUE,TRUE,,,,,
914,IndiePlex,INDIE,TRUE,TRUE,,,,,,TRUE
564,INSP,INSP,TRUE,TRUE,TRUE,TRUE,,,,
260,Investigation Discovery,ID,TRUE,TRUE,TRUE,,,,,
1260,Investigation Discovery HD,ID HD,TRUE,TRUE,TRUE,,,,,
195,ION,ION,TRUE,TRUE,TRUE,TRUE
468,ION Life,ION L,TRUE,TRUE,,
570,JCTV,JCTV,TRUE,TRUE,TRUE,TRUE
428,Jewelry TV,JWLTV,TRUE,TRUE,TRUE,TRUE
166,Justice Central,JC,TRUE,TRUE,TRUE,TRUE
1166,Justice Central HD,JC HD,TRUE,TRUE,TRUE,TRUE
1015,K15CZ-HD-LP-15 (THE CW),KCZ HD,TRUE,TRUE,TRUE,TRUE
15,K15CZ-LP-15 (THE CW),KCZ,TRUE,TRUE,TRUE,TRUE
18,K18HD-LP-18 (PBS),K18HD,TRUE,TRUE,TRUE,TRUE
29,KABB-29 (FOX),KABB,TRUE,TRUE,TRUE,TRUE
1029,KABB-HD-29 (FOX),KABBHD,TRUE,TRUE,TRUE,TRUE
7,KABC-7 (ABC),KABC,TRUE,TRUE,TRUE,TRUE
1007,KABC-HD-07 (ABC),KABCHD,TRUE,TRUE,TRUE,TRUE
39,KABE-39 (UNI),KABE,TRUE,TRUE,TRUE,TRUE
1039,KABE-HD-39 (UNI),KABEHD,TRUE,TRUE,TRUE,TRUE
20,KADF-20 (AZTECA),KADF,TRUE,TRUE,TRUE,TRUE
13,KAFT-13 (PBS),KAFT,TRUE,TRUE,TRUE,TRUE
1013,KAFT-HD-13 (PBS),KAFTHD,TRUE,TRUE,TRUE,TRUE
53,KAIL-53 (MY NETWORK TV),KAIL,TRUE,TRUE,TRUE,TRUE
1053,KAIL-HD-53 (MY NETWORK TV),KAILHD,TRUE,TRUE,TRUE,TRUE
17,KAJA-68 (TEL),KAJA,TRUE,TRUE,TRUE,TRUE
10,KAKE-10 (ABC),KAKE,TRUE,TRUE,TRUE,TRUE
1010,KAKE-HD-10 (ABC),KAKEHD,TRUE,TRUE,TRUE,TRUE
13,KAKW-62 (UNI),KAKW,TRUE,TRUE,TRUE,TRUE
1013,KAKW-HD-62 (UNI),KAKWHD,TRUE,TRUE,TRUE,TRUE
28,KAMC-28 (ABC),KAMC,TRUE,TRUE,TRUE,TRUE
1028,KAMC-HD-28 (ABC),KAMCHD,TRUE,TRUE,TRUE,TRUE
21,KAME-21 (MY NETWORK TV),KAME,TRUE,TRUE,TRUE,TRUE
1021,KAME-HD-21 (MY NETWORK TV),KAMEHD,TRUE,TRUE,TRUE,TRUE
4,KARK-4 (NBC),KARK,TRUE,TRUE,TRUE,TRUE
1004,KARK-HD-4 (NBC),KARKHD,TRUE,TRUE,TRUE,TRUE
42,KARZ-42 (MY NETWORK TV),KARZ,TRUE,TRUE,TRUE,TRUE
1042,KARZ-HD-42 (MY NETWORK TV),KARZHD,TRUE,TRUE,TRUE,TRUE
38,KASN-38 (THE CW),KASN,TRUE,TRUE,TRUE,TRUE
1038,KASN-HD-38 (THE CW),KASNHD,TRUE,TRUE,TRUE,TRUE
7,KATV-7 (ABC),KATV,TRUE,TRUE,TRUE,TRUE
1007,KATV-HD-7 (ABC),KATVHD,TRUE,TRUE,TRUE,TRUE
43,KAUT-43 (IND),KAUT,TRUE,TRUE,TRUE,TRUE
1043,KAUT-HD-43 (IND),KAUTHD,TRUE,TRUE,TRUE,TRUE
54,KAZA-54 (Azteca),KAZA,TRUE,TRUE,TRUE,TRUE
1054,KAZA-HD-54 (Azteca),KAZAHD,TRUE,TRUE,TRUE,TRUE
55,KAZD-55 (AZTECA),KAZD,TRUE,TRUE,TRUE,TRUE
29,KBAK-29 (CBS),KBAK,TRUE,TRUE,TRUE,TRUE
1029,KBAK-HD-29 (CBS),KBAKHD,TRUE,TRUE,TRUE,TRUE
44,KBCW-44 (THE CW),KBCW,TRUE,TRUE,TRUE,TRUE
1044,KBCW-HD-44 (THE CW),KBCWHD,TRUE,TRUE,TRUE,TRUE
63,KBEH-63 (Ind.),KBEH,TRUE,TRUE,TRUE,TRUE
27,KBFX-58 (FOX),KBFX,TRUE,TRUE,TRUE,TRUE
1027,KBFX-HD-58 (FOX),KBFXHD,TRUE,TRUE,TRUE,TRUE
2,KBNT-17 (UNI),KBNT,TRUE,TRUE,TRUE,TRUE
1002,KBNT-HD-17 (UNI),KBNTHD,TRUE,TRUE,TRUE,TRUE
31,KBTF-31 (UniMas),KBTF,TRUE,TRUE,TRUE,TRUE
1031,KBTF-HD-31 (UniMas),KBTFHD,TRUE,TRUE,TRUE,TRUE
19,KBTR-41 (IND),KBTR,TRUE,TRUE,TRUE,TRUE
7,KBVO-27 (MY NETWORK TV),KBVO,TRUE,TRUE,TRUE,TRUE
1007,KBVO-HD-27 (MY NETWORK TV),KBVOHD,TRUE,TRUE,TRUE,TRUE
51,KBZO-51 (UNI),KBZO,TRUE,TRUE,TRUE,TRUE
1051,KBZO-HD-51 (UNI),KBZOHD,TRUE,TRUE,TRUE,TRUE
9,KCAL-9 (Ind.),KCAL,TRUE,TRUE,TRUE,TRUE
