Viewer Channel,Channel Name,Call Letters (EPG),SD/HD,Channel Type,Blackout Required?,Channel Acquisition,U-FAM,U100,U200,U300,U400,,,,,,,,,,,,,,,,,,,,,,,,,
501,SWRV,SWRV,SD,Linear,NO,National,YES,YES,YES,YES,YES
502,MTV,MTV,SD,Linear,NO,National,,YES,YES,YES,YES
504,MTV2,MTV2,SD,Linear,NO,National,,YES,YES,YES,YES
506,Tr3s,TR3S,SD,Dual,NO,National,,,,YES,YES
508,MTV Jams,MTVJ,SD,Linear,NO,National,,,,YES,YES
509,MTV Hits,MTVH,SD,Linear,NO,National,,,,YES,YES
510,mtvU,MTVU,SD,Linear,NO,National,,,,YES,YES
515,Centric,CENTRC,SD,Linear,NO,National,,,YES,YES,YES
516,BET Gospel,BETG,SD,Linear,NO,National,,,,YES,YES
518,VH1,VH1,SD,Linear,NO,National,,YES,YES,YES,YES
520,VH1 Classic,VH1C,SD,Linear,NO,National,,,YES,YES,YES
522,VH1 Soul,VH1S,SD,Linear,NO,National,,,,YES,YES
525,CMT,CMT,SD,Linear,NO,National,YES,YES,YES,YES,YES
527,CMT Pure Country,CMT PC,SD,Linear,NO,National,YES,,,YES,YES
529,GAC,GAC,SD,Linear,NO,National,,,YES,YES,YES
535,fuse,FUSE,SD,Linear,NO,National,,,YES,YES,YES
536,Fuel,FUEL,SD,Linear,NO,National,,,YES,YES,YES
560,TBN,TBN,SD,Linear,NO,National,YES,YES,YES,YES,YES
562,EWTN,EWTN,SD,Linear,NO,National,YES,YES,YES,YES,YES
563,Daystar,DAYSTR,SD,Linear,NO,National,YES,YES,YES,YES,YES
564,INSP,INSP,SD,Linear,NO,National,YES,YES,YES,YES,YES
565,The Church Channel,TCC,SD,Linear,NO,National,YES,YES,YES,YES,YES
566,FamilyNet,FAMNET,SD,Linear,NO,National,YES,YES,YES,YES,YES
567,BYU,BYU,SD,Linear,NO,National,YES,YES,YES,YES,YES
570,JCTV,JCTV,SD,Linear,NO,National,YES,YES,YES,YES,YES
575,The Word Network,WORD,SD,Linear,NO,National,YES,YES,YES,YES,YES
578,World Harvest Television,WHT,SD,Linear,NO,National,YES,YES,YES,YES,YES
580,FAITH,FAITH,SD,Linear,NO,National,YES,YES,YES,YES,YES
600,AT&T U-verse Sports,SPORTS,HD,Linear,NO,National,YES,YES,YES,YES,YES
601,Sports Multiview,,APP,APP,NO,National,YES,YES,YES,YES,YES
602,ESPN,ESPN,SD,Linear,YES,National,,YES,YES,YES,YES
603,ESPN Classic,ECL,SD,Linear,YES,National,,YES,YES,YES,YES
604,ESPNEWS,ESN,SD,Linear,YES,National,,YES,YES,YES,YES
605,ESPNU,ESPU,SD,Linear,YES,National,,YES,YES,YES,YES
606,ESPN2,ESPN2,SD,Linear,YES,National,,YES,YES,YES,YES
609,Longhorn Network,LHN,SD,Linear,YES,National,,YES,YES,YES,YES
